time,close,high,low,open,volumefrom,volumeto
1519131900,939.03,940.54,937.91,940.02,23.07,21680.68
1519131960,938.51,939.82,937.88,939.03,8.01,7517.94
1519132020,938.04,939.02,938.04,938.51,17.21,16153.69
1519132080,937.46,938.64,937.27,938.04,10.83,10159.35
1519132140,938,938.68,937.43,937.46,21.31,19989.3
1519132200,936.96,939.03,936.87,938,79.23,74270.61
1519132260,939.94,940.97,936.87,936.96,33.2,31158.69
1519132320,940.91,941.28,938.06,939.94,14.75,13869.41
1519132380,937.5,940.91,937.5,940.91,17.27,16196.46
1519132440,938.07,938.07,937.5,937.5,23.24,21791.2
1519132500,937.57,938.49,937.13,938.07,3.45,3235.52
1519132560,937.35,937.99,937.33,937.57,2.2,2065.28
1519132620,937.35,938.49,937.33,937.35,6.58,6169.2
1519132680,937.5,937.72,937.35,937.35,7.62,7140.49
1519132740,938.08,938.08,937.5,937.5,1.44,1348.56
1519132800,938.49,938.51,937.51,938.08,8.97,8409.17
1519132860,940.2,941,938.49,938.49,8.12,7627.4
1519132920,941,941,940.2,940.2,18.63,17527.98
1519132980,941.83,941.83,941,941,12.44,11710.57
1519133040,942.98,943,941.72,941.83,15.26,14381.83
1519133100,941.87,942.99,941.72,942.98,15.59,14687.98
1519133160,942.3,942.56,941.73,941.87,12.56,11830.04
1519133220,942.15,942.3,942.06,942.3,48.9,46065.37
1519133280,942.36,943.5,942.09,942.15,13.62,12836.14
1519133340,942.38,944.86,942.09,942.36,7.81,7363.01
1519133400,942.38,942.38,942.36,942.38,9.05,8531.92
1519133460,941.51,942.38,941.51,942.38,37.53,35358.5
1519133520,940.68,941.71,940.68,941.51,35.43,33343.82
1519133580,941.21,942.38,940,940.68,13.76,12952.43
1519133640,941.06,941.88,941.06,941.21,4.43,4166.03
1519133700,939.99,941.06,939.99,941.06,14.39,13529.43
1519133760,940.62,940.8,939.99,939.99,16.8,15798.99
1519133820,941.1,941.41,940.51,940.62,36.72,34548.84
1519133880,941.35,941.41,941.1,941.1,7.54,7096.64
1519133940,942.1,942.8,941.3,941.35,8.56,8057.92
1519134000,943.75,943.76,941.41,942.1,11.53,10872.64
1519134060,943.7,943.75,942.18,943.75,38.3,36110.13
1519134120,942.72,943.76,942.6,943.7,20.21,19061.22
1519134180,942.51,943.76,942.51,942.72,26.93,25392.29
1519134240,943.16,943.71,942.49,942.51,16.66,15700.98
1519134300,943.1,944.59,942.51,943.16,17.5,16512.5
1519134360,943.82,943.88,943.07,943.1,6.84,6449.63
1519134420,943.22,943.82,943.2,943.82,6.1,5753.43
1519134480,944.57,944.59,943.2,943.22,13.86,13088.41
1519134540,944.43,945,943.51,944.57,34.2,32312.42
1519134600,945.05,945.6,944.43,944.43,10.2,9639.67
1519134660,945.69,945.7,945,945.05,31.25,29547.5
1519134720,945.42,945.69,944.87,945.69,13.17,12451.71
1519134780,945.63,945.7,945.04,945.42,7.97,7540.39
1519134840,945.58,945.7,945.04,945.63,7.21,6819.51
1519134900,945.72,946.68,945.49,945.58,24.3,22984.79
1519134960,945.2,946.19,945,945.72,37.65,35588.3
1519135020,945.94,945.94,945.2,945.2,18.58,17564.01
1519135080,945,945.94,945,945.94,22.06,20853.78
1519135140,944.17,945,943.2,945,22.22,20984.82
1519135200,943.34,944.7,943.22,944.17,3.5,3305.34
1519135260,943.41,943.84,943.34,943.34,4.34,4096.97
1519135320,944.61,945.65,943.21,943.41,45.03,42544.96
1519135380,943.57,945,943.35,944.61,10.83,10230.52
1519135440,944.62,944.62,943.43,943.57,4.12,3888.2
1519135500,943.93,944.99,943.74,944.62,4.53,4280.04
1519135560,943.8,944.12,943.56,943.93,2.94,2778.13
1519135620,944.1,944.12,943.59,943.8,3.17,2988.53
1519135680,943.8,944.58,943.59,944.1,7.63,7202.68
1519135740,943.65,944.98,943.59,943.8,21.45,20265.42
1519135800,944,944.54,943.65,943.65,1.6,1514.11
1519135860,943.94,944.26,943.94,944,11.37,10735.51
1519135920,943.87,944.01,943.87,943.94,14.69,13869.82
1519135980,943.59,943.88,943.57,943.87,17.4,16416.83
1519136040,943.4,943.84,943.4,943.59,19.6,18499.66
1519136100,940.58,943.4,940.11,943.4,18.7,17622.08
1519136160,942.21,943.1,940.58,940.58,10.34,9747.56
1519136220,942.44,943.09,941.9,942.21,4.91,4627.74
1519136280,942.02,942.44,941.81,942.44,9.23,8691.76
1519136340,941.93,943.07,941.81,942.02,7.39,6958.65
1519136400,942.22,942.98,941.9,941.93,19.05,17944.04
1519136460,942.14,942.45,941.93,942.22,9.83,9256.58
1519136520,941.91,942.37,941.45,942.14,19.57,18437.26
1519136580,940.63,942.29,940.63,941.91,5.41,5089.64
1519136640,940.64,941.19,940.1,940.63,40.91,38476.17
1519136700,939.91,941.05,939.1,940.64,91.34,85889.19
1519136760,939.1,941.66,939.1,939.91,45.03,42329.97
1519136820,940.13,941.19,939.1,939.1,15.8,14858.02
1519136880,939.12,940.13,939.1,940.13,4.7,4415.78
1519136940,939.49,940.1,939.12,939.12,5.02,4720.24
1519137000,940.29,942,939.49,939.49,9.49,8921.3
1519137060,940.02,940.36,940,940.29,8.98,8445.06
1519137120,940.15,943.57,940.02,940.02,14.26,13429.28
1519137180,942.16,942.35,940.15,940.15,23.5,22111.88
1519137240,940.87,942.33,940.87,942.16,19.11,18003.14
1519137300,940.88,943,940.47,940.87,7.6,7154.33
1519137360,940.77,941.01,940.48,940.88,13.79,12974.32
1519137420,940.6,940.77,940.55,940.77,46.8,44024.25
1519137480,941.52,942.36,940.56,940.6,40.16,37782.4
1519137540,942,942.62,940.59,941.52,7.03,6625.35
1519137600,942.36,942.99,942,942,20.43,19250.68
1519137660,942.3,942.4,942.23,942.36,12.56,11833.79
1519137720,942.57,943,942.3,942.3,23.93,22551.57
1519137780,942.3,942.63,942.3,942.57,7.77,7320.91
1519137840,942.7,943,942.23,942.3,9.57,9017.14
1519137900,942.24,942.85,942.24,942.7,14.09,13279.84
1519137960,942.29,942.29,942.23,942.24,12.22,11515.69
1519138020,942.23,942.54,942.23,942.29,20.45,19268.95
1519138080,942.52,942.52,942.23,942.23,13.82,13021.84
1519138140,942.46,942.68,942.23,942.52,8.43,7947.35
1519138200,942.3,942.98,942.23,942.46,32.23,30367.21
1519138260,940.48,942.3,940.48,942.3,72.16,67954.4
1519138320,940.49,940.5,940.47,940.48,15.5,14577.37
1519138380,940.09,940.49,940.09,940.49,31.1,29251.67
1519138440,940.44,941.19,940.03,940.09,10.42,9797.18
1519138500,940.31,941.15,940.1,940.44,6.9,6485.63
1519138560,940.61,941.96,940.3,940.31,20.14,18940.81
1519138620,940.7,941.82,940.61,940.61,5.84,5490.34
1519138680,941.32,943,940.7,940.7,20.79,19562.21
1519138740,941.13,943,940.65,941.32,66.52,62681.98
1519138800,941.13,941.62,941.13,941.13,32.53,30612.81
1519138860,939.13,941.64,939.13,941.13,75.19,70702.97
1519138920,937.4,939.13,936.45,939.13,36.62,34352.94
1519138980,936.8,938.07,936.1,937.4,16.96,15882.54
1519139040,937.66,939.63,936.11,936.8,32.19,30147
1519139100,937.12,937.66,936.77,937.66,6.61,6197.39
1519139160,936.54,937.12,936.1,937.12,5.02,4703.87
1519139220,936.1,936.75,936.1,936.54,5.9,5526.84
1519139280,936.34,936.36,936.1,936.1,5.69,5331.23
1519139340,935.89,936.34,935.56,936.34,37.79,35371.73
1519139400,935.04,936.1,935.01,935.89,16.25,15206.9
1519139460,935.38,936.1,935,935.04,25.07,23443.51
1519139520,935.73,936.1,935.25,935.38,2.77,2588.5
1519139580,935.49,935.97,935.49,935.73,6.19,5795.38
1519139640,935.24,935.95,935.01,935.49,7.22,6752.21
1519139700,935,935.24,935,935.24,25,23375.76
